,,,,,,,,"Baseline Assessment Tool for HIV Prevention, PMTCT, HIV/TB & MNCH Service Transition _ DoS TWGs",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,"Integration of HIV Prevention, HIV/TB,  PMTCT  & MNCH Services and EMR Use",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Cross Cutting Areas,,,
Section 1: Facility Profile,,,,,,,,Section 2a: Integration of HIV/TB Services,,,,,"Section 2b: Integration of Other Services - PMTCT in MCNH & HIV Prevention in OPD, IPD & MCNH",,,,,,,Section 2c: EMR Integration,,,,,,,,,,,,,,,,,,,,Section 3: HRH Transition (Workforce Absorption),,,,,,,,,,,,Section 4: PLHIV &  PBFW Enrollment into SHA,,,,,,Section 5: County Led Technical Assistance / Mentorship,,,Section 6: Financing and Sustainability,,,Section 7: Mortality outcomes (Sustainability of quality of care),,,,,,Section 10a: Simplification of Donor Reporting,,,
Baolala Dispensary,11244,Stawisha Pwani,Kilifi,Malindi,Level II,Yes,Yes,No,,192,16,,No,Yes,Not Applicable,Yes,No,No,No,Yes,No,EMR Not Available,,EMR Not Available,,Taifa Care Powered by Kenya EMR,,Taifa Care Powered by Kenya EMR,,Taifa Care Powered by Kenya EMR,,Taifa Care Powered by Kenya EMR,,Yes,No,Taifa Care Powered by Kenya EMR,,Not Applicable,Yes,2,,1,,1,, -   , -   ,,,,,30,,,,Yes,Yes,1,,,No,Not Applicable,No,1, -   , -   , -   , -   ,1,,,,
Bamba Maternity Nursing Home,11238,Stawisha Pwani,Kilifi,Ganze,Level III,Yes,Yes,Yes,OPD,32,2,32,Yes,Yes,Not Applicable,Yes,No,No,No,No,No,EMR Not Available,,EMR Not Available,,EMR Not Available,,EMR Not Available,,EMR Not Available,,EMR Not Available,,No,No,EMR Not Available,,Not Applicable,No, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,,No,No,2,1,No,No,No,No, -   , -   ,,,, -   ,,,,
Bamba Sub County Hospital,11237,Stawisha Pwani,Kilifi,Ganze,Level IV,Yes,Yes,Yes,OPD,511,21,511,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,No,EMR Not Available,,EMR Not Available,,Taifa Care Powered by Kenya EMR,,Taifa Care Powered by Kenya EMR,,Taifa Care Powered by Kenya EMR,,Taifa Care Powered by Kenya EMR,,Yes,Yes,Taifa Care Powered by Kenya EMR,,Not Applicable,Yes,6,1, -   ,1,4, -   , -   , -   ,,,,,290,,10,5,Yes,No,3, -   ,,Yes,No,Yes,7, -   ,1, -   , -   ,6,,,,
Adu Dispensary,11198,Stawisha Pwani,Kilifi,Magarini,Level II,Yes,Yes,No,,121,8, -   ,No,No,Not Applicable,No,Yes,Not Applicable,Yes,Yes,No,EMR Not Available,,EMR Not Available,,Taifa Care Powered by Kenya EMR,,Taifa Care Powered by Kenya EMR,,Taifa Care Powered by Kenya EMR,,Taifa Care Powered by Kenya EMR,,No,No,Taifa Care Powered by Kenya EMR,,Not Applicable,Yes,1, -   ,1, -   , -   , -   , -   , -   ,,,,,82,,81,8,Yes,No,1,1,Yes,Yes,No,Yes, -   , -   , -   , -   , -   , -   ,,,,
Adc Danisa Dispensary,11196,Stawisha Pwani,Kilifi,Magarini,Level II,Yes,Yes,Yes,OPD,9, -   ,9,Not Applicable,Yes,Not Applicable,Yes,No,Not Applicable,No,Yes,No,EMR Not Available,,EMR Not Available,,Taifa Care Powered by Kenya EMR,,Taifa Care Powered by Kenya EMR,,Taifa Care Powered by Kenya EMR,,Taifa Care Powered by Kenya EMR,,Yes,No,Taifa Care Powered by Kenya EMR,,Not Applicable,Yes, -   , -   ,,,,, -   , -   ,, -   ,,,1,,,,Yes,Yes, -   ,,,No,Not Applicable,No, -   , -   , -   , -   , -   , -   ,,,,
Bethany Dispensary,23695,Stawisha Pwani,Kwale,Matuga ,Level II,Yes,Yes,Yes,OPD,51, -   ,51,Not Applicable,Yes,Not Applicable,Yes,Yes,Not Applicable,Yes,No,No,EMR Not Available,,EMR Not Available,,EMR Not Available,,EMR Not Available,,EMR Not Available,,EMR Not Available,,No,No,EMR Not Available,,Not Applicable,No, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,No,No,1, -   ,,No,Not Applicable,No, -   , -   , -   , -   , -   , -   ,,,,
Kombani Mat clinic,23368,Stawisha Pwani,Kwale,Matuga ,Level II,Yes,Yes,Yes,OPD,30,2,30,No,Yes,Not Applicable,Not Applicable,Yes,Not Applicable,Not Applicable,Yes,No,Taifa Care Powered by Kenya EMR,,EMR Not Available,,EMR Not Available,,Taifa Care Powered by Kenya EMR,,EMR Not Available,,Taifa Care Powered by Kenya EMR,,Yes,Yes,EMR Not Available,,No,Yes,4,1, -   , -   ,3, -   , -   , -   , -   , -   , -   , -   ,5, -   , -   , -   ,No,No,3,2,Yes,No,Not Applicable,No, -   , -   , -   , -   , -   , -   ,,,,
Mvindeni Dispensary,23323,Stawisha Pwani,Kwale,Msambweni ,Level II,Yes,Yes,Yes,OPD,131,25,131,No,No,Not Applicable,No,Yes,Not Applicable,No,Yes,No,Taifa Care Powered by Kenya EMR,,EMR Not Available,,EMR Not Available,,EMR Not Available,,EMR Not Available,,EMR Not Available,,Yes,No,EMR Not Available,,No,Yes,3,1,1, - ,1, - , -   , - , - , - , - , - ,53,25,10,,Yes,Yes,5,2,Yes,Yes,Yes,Yes, -   , - , - , - , -   , -   ,,,,
Mtumwa Dispensary,23134,Stawisha Pwani,Kwale,Lunga Lunga ,Level II,Yes,Yes,Yes,OPD,43, -   ,43,Not Applicable,No,Not Applicable,No,No,Not Applicable,No,No,No,EMR Not Available,,EMR Not Available,,EMR Not Available,,EMR Not Available,,EMR Not Available,,EMR Not Available,,No,No,EMR Not Available,,Not Applicable,No,2, -   , -   ,1,1, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,Yes,No,1, -   ,,No,Not Applicable,No, -   , -   , -   , -   , -   , -   ,,,,
Pongwe/Kidimu Dispensary,23132,Stawisha Pwani,Kwale,Lunga Lunga ,Level II,Yes,Yes,Yes,OPD,79,9,79,No,Yes,Not Applicable,Yes,No,Not Applicable,Yes,Yes,No,Taifa Care Powered by Kenya EMR,,EMR Not Available,,EMR Not Available,,EMR Not Available,,EMR Not Available,,Taifa Care Powered by Kenya EMR,,Yes,No,EMR Not Available,,No,Yes, -   ,,,,,, -   , -   , -   , -   , -   , -   ,,,,,Yes,No,1, -   ,,Yes,No,Yes, -   , -   , -   , -   , -   , -   ,,,,
Sister's of St. Josepth Catholic Dispensary,23131,Stawisha Pwani,Kwale,Lunga Lunga ,Level II,Yes,Yes,Yes,OPD,103,3,103,Yes,Yes,Not Applicable,Yes,No,Not Applicable,No,Yes,No,Taifa Care Powered by Kenya EMR,,EMR Not Available,,Taifa Care Powered by Kenya EMR,,EMR Not Available,,EMR Not Available,,EMR Not Available,,Yes,No,EMR Not Available,,No,Yes, -   ,,,,,, -   , -   , -   , -   , -   , -   ,21,, -   ,,No,No,3,1,Yes,No,Not Applicable,No,2, -   , -   , -   , -   ,2,,,,
Mwena Dispensary,23128,Stawisha Pwani,Kwale,Lunga Lunga ,Level II,Yes,Yes,No,,60,3, -   ,No,No,Not Applicable,No,No,No,No,Yes,No,EMR Not Available,,EMR Not Available,,Taifa Care Powered by Kenya EMR,,Taifa Care Powered by Kenya EMR,,EMR Not Available,,EMR Not Available,,Yes,No,EMR Not Available,,No,Yes,3,1, -   ,1,1, -   , -   , -   , -   , -   , -   , -   ,13, -   ,3, -   ,Yes,No,2,1,Yes,No,Not Applicable,No,1,1, -   , -   , -   , -   ,,,,
Kombani Dispensary,21694,Stawisha Pwani,Kwale,Matuga ,Level II,Yes,Yes,Yes,OPD,133,7,133,Yes,Yes,Not Applicable,Yes,Yes,Not Applicable,Yes,Yes,No,Taifa Care Powered by Kenya EMR,,EMR Not Available,,EMR Not Available,,Taifa Care Powered by Kenya EMR,,EMR Not Available,,EMR Not Available,,Yes,No,EMR Not Available,,No,Yes,7,5,1, -   ,1,, -   , -   , -   , -   , -   , -   ,63, -   ,7, -   ,Yes,Yes,6,2,Yes,No,Not Applicable,No, -   , -   , -   , -   , -   , -   ,,,,
Mbita Dispensary,21258,Stawisha Pwani,Kwale,Kinango ,Level II,Yes,Yes,Yes,OPD,60, -   ,60,Not Applicable,Yes,Not Applicable,Yes,Yes,Not Applicable,Yes,Yes,No,Taifa Care Powered by Kenya EMR,,EMR Not Available,,Taifa Care Powered by Kenya EMR,,Taifa Care Powered by Kenya EMR,,Taifa Care Powered by Kenya EMR,,EMR Not Available,,Yes,No,EMR Not Available,,No,Yes,1, -   , -   , -   ,1, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,Yes,No,5,1,Yes,Yes,No,No,1, -   , -   , -   , -   ,1,,,,
Gandini Dispensary (Kinango),21256,Stawisha Pwani,Kwale,Kinango ,Level II,Yes,Yes,Yes,OPD,41, -   ,41,Not Applicable,Yes,Not Applicable,Yes,Yes,Not Applicable,Yes,No,No,EMR Not Available,,EMR Not Available,,EMR Not Available,,EMR Not Available,,EMR Not Available,,EMR Not Available,,No,No,EMR Not Available,,Not Applicable,No,1, -   , -   , -   ,1, -   , -   , -   , -   , -   , -   , -   ,35, -   , -   , -   ,Yes,Yes,2,2,Yes,Yes,No,No, -   , -   , -   , -   , -   , -   ,,,,
Magaoni Health Centre,20453,Stawisha Pwani,Kwale,Msambweni ,Level II,Yes,Yes,Yes,OPD,10,2,10,No,Yes,Not Applicable,Yes,Yes,Not Applicable,No,No,No,EMR Not Available,,EMR Not Available,,EMR Not Available,,EMR Not Available,,EMR Not Available,,EMR Not Available,,No,No,EMR Not Available,,Not Applicable,No,2,1, - ,1, - , - , -   , - , - , - , - , - , - , - , - , - ,No,No,6,2,Yes,Yes,No,No, -   , - , - , - , -   , -   ,,,,
Mwanguda Dispensary,20335,Stawisha Pwani,Kwale,Lunga Lunga ,Level II,Yes,Yes,Yes,OPD,54, -   ,54,Not Applicable,Yes,Not Applicable,Yes,Yes,Not Applicable,Yes,No,No,EMR Not Available,,EMR Not Available,,EMR Not Available,,EMR Not Available,,EMR Not Available,,EMR Not Available,,No,No,EMR Not Available,,Not Applicable,No,2, - , - ,1,1, - , -   , - , - , - , - , - ,52, - , -   , - ,Yes,Yes,7,4,Yes,No,Not Applicable,No, -   , - , - , - , -   , -   ,,,,
Royal Run Medical Clinic,18572,Stawisha Pwani,Kwale,Matuga ,Level II,Yes,Yes,Yes,OPD,32,3,32,Yes,Yes,Not Applicable,Yes,No,No,Yes,No,No,EMR Not Available,,EMR Not Available,,EMR Not Available,,EMR Not Available,,EMR Not Available,,EMR Not Available,,No,No,EMR Not Available,,Not Applicable,No, -   ,,,,,, -   , -   , -   , -   , -   , -   ,,,,,Yes,No,1, -   ,,Yes,No,Yes, -   , -   , -   , -   , -   , -   ,,,,
Pendo Medical Clinic,18496,Stawisha Pwani,Kwale,Msambweni ,Level II,Yes,Yes,Yes,OPD,32, -   ,32,Not Applicable,Yes,Not Applicable,Yes,Yes,Not Applicable,Yes,Yes,No,Taifa Care Powered by Kenya EMR,,EMR Not Available,,EMR Not Available,,EMR Not Available,,EMR Not Available,,EMR Not Available,,Yes,No,EMR Not Available,,No,Yes, -   , - , - , - , - , - , -   , - , - , - , - , - , - , - , - , - ,No,No,3,2,No,No,Not Applicable,No, -   , - , - , - , -   , -   ,,,,
Matumbi Dispensary,18095,Stawisha Pwani,Kwale,Samburu ,Level II,Yes,Yes,Yes,OPD,29,2,29,Yes,Yes,Not Applicable,Yes,Yes,Not Applicable,Yes,Yes,No,Taifa Care Powered by Kenya EMR,,EMR Not Available,,EMR Not Available,,EMR Not Available,,EMR Not Available,,EMR Not Available,,Yes,No,EMR Not Available,,No,Yes, -   , -   , -   , -   , -   ,, -   , -   , -   , -   , -   , -   , -   ,,,,Yes,No,3,1,No,Yes,Yes,Yes, -   , -   , -   , -   , -   , -   ,,,,
Perani clinic,17928,Stawisha Pwani,Kwale,Lunga Lunga ,Level II,Yes,Yes,Yes,OPD,110, -   ,110,Not Applicable,Yes,Not Applicable,No,No,Not Applicable,No,Yes,No,Taifa Care Powered by Kenya EMR,,EMR Not Available,,Taifa Care Powered by Kenya EMR,,EMR Not Available,,EMR Not Available,,EMR Not Available,,Yes,No,EMR Not Available,,No,Yes, -   ,,,,,, -   , -   , -   , -   , -   , -   ,2,, -   ,,No,No,2,1,Yes,No,Not Applicable,No, -   , -   , -   , -   , -   , -   ,,,,
Bwiti Dispensary,17894,Stawisha Pwani,Kwale,Lunga Lunga ,Level II,Yes,Yes,Yes,OPD,32, -   ,32,Not Applicable,Yes,Not Applicable,Yes,No,Not Applicable,Yes,No,No,EMR Not Available,,EMR Not Available,,EMR Not Available,,EMR Not Available,,EMR Not Available,,EMR Not Available,,No,No,EMR Not Available,,Not Applicable,No, -   , - , - , - , - , - , -   , - , - , - , - , - ,,,,,Yes,No,1, -   ,,Yes,No,Yes, -   , -   , -   , -   , -   , -   ,,,,
Mzizima (CDF) Dispensary,17893,Stawisha Pwani,Kwale,Lunga Lunga ,Level II,Yes,Yes,Yes,OPD,25, -   ,25,Not Applicable,No,Not Applicable,No,No,No,No,No,No,EMR Not Available,,EMR Not Available,,EMR Not Available,,EMR Not Available,,EMR Not Available,,EMR Not Available,,No,No,EMR Not Available,,Not Applicable,No, -   ,,,,,, -   , -   , -   , -   , -   , -   ,,,,,Yes,No,1,1,Yes,No,Not Applicable,No, -   , -   , -   , -   , -   , -   ,,,,
Nyango Dispensary,17646,Stawisha Pwani,Kwale,Kinango ,Level II,Yes,Yes,Yes,OPD,24,3,24,Yes,No,Not Applicable,No,Yes,Not Applicable,Yes,Yes,No,Taifa Care Powered by Kenya EMR,,EMR Not Available,,Taifa Care Powered by Kenya EMR,,Taifa Care Powered by Kenya EMR,,Taifa Care Powered by Kenya EMR,,EMR Not Available,,Yes,No,EMR Not Available,,No,Yes, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,13, -   ,2, -   ,Yes,No,3, -   ,No,Yes,No,No,1, -   , -   , -   , -   ,1,,,,
Kiteje Dispensary,17469,Stawisha Pwani,Kwale,Matuga ,Level II,Yes,Yes,Yes,OPD,16, -   ,16,Not Applicable,Yes,Not Applicable,Yes,Yes,Not Applicable,Yes,No,No,EMR Not Available,,EMR Not Available,,EMR Not Available,,EMR Not Available,,EMR Not Available,,EMR Not Available,,No,No,EMR Not Available,,Not Applicable,No, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,,,,,Yes,No,1, -   ,,Yes,No,Yes, -   , -   , -   , -   , -   , -   ,,,,
Ukunda Medical Clinic,16552,Stawisha Pwani,Kwale,Msambweni ,Level II,Yes,Yes,Yes,OPD,86,2,86,No,Yes,Not Applicable,No,Yes,Not Applicable,No,Yes,No,Taifa Care Powered by Kenya EMR,,EMR Not Available,,EMR Not Available,,EMR Not Available,,EMR Not Available,,EMR Not Available,,Yes,No,EMR Not Available,,No,Yes, -   , - , - , - , - , - , -   , - , - , - , - , - ,54,54, - , - ,Yes,Yes,2, - ,,Yes,No,Yes, -   , - , - , - , -   , -   ,,,,
Mwananyamala CDF Dispensary,16549,Stawisha Pwani,Kwale,Lunga Lunga ,Level II,Yes,Yes,Yes,OPD,18, -   ,18,Not Applicable,Yes,Not Applicable,Yes,No,Not Applicable,No,No,No,EMR Not Available,,EMR Not Available,,EMR Not Available,,EMR Not Available,,EMR Not Available,,EMR Not Available,,No,No,EMR Not Available,,Not Applicable,No,2,1, - ,1, - , - , -   , - , - , - , - , - , -   , -   , -   , -   ,Yes,No,2,1,Yes,Yes,No,No, -   , - , - , - , -   , -   ,,,,
Kinondo Kwetu Community Clinic,16547,Stawisha Pwani,Kwale,Msambweni ,Level IV,Yes,Yes,Yes,Chronic Care Center,975,60,975,No,Yes,Yes,Yes,Yes,Yes,No,Yes,No,Other - Specify,Spice,EMR Not Available,,EMR Not Available,,EMR Not Available,,Taifa Care Powered by Kenya EMR,,Taifa Care Powered by Kenya EMR,,Yes,No,Taifa Care Powered by Kenya EMR,,Yes,Yes,8,4,2, - ,2,, -   , - , - , - , - , - ,592, - ,59,47,Yes,Yes,7,2,Yes,Yes,No,Yes,3, - , - , - , -   ,3,,,,
Gombato Dispensary (CDF),16546,Stawisha Pwani,Kwale,Msambweni ,Level II,Yes,Yes,Yes,OPD,166,8,166,No,No,Not Applicable,Yes,Yes,Not Applicable,No,Yes,No,Taifa Care Powered by Kenya EMR,,EMR Not Available,,EMR Not Available,,EMR Not Available,,EMR Not Available,,EMR Not Available,,Yes,No,EMR Not Available,,No,Yes,1,1, - , - , - , - , -   , - , - , - , - , - ,57, - ,5, - ,Yes,No,7,2,Yes,Yes,Yes,Yes, -   , - , - , - , -   , -   ,,,,
Waa Dispensary,11888,Stawisha Pwani,Kwale,Matuga ,Level II,Yes,Yes,Yes,OPD,130,10,130,Yes,Yes,Not Applicable,Yes,Yes,Not Applicable,Yes,Yes,No,Taifa Care Powered by Kenya EMR,,EMR Not Available,,EMR Not Available,,EMR Not Available,,Taifa Care Powered by Kenya EMR,,Taifa Care Powered by Kenya EMR,,Yes,No,EMR Not Available,,No,Yes,2, -   , -   , -   ,2, -   , -   , -   , -   , -   , -   , -   ,71, -   ,4, -   ,Yes,Yes,1,1,Yes,Yes,Yes,Yes, -   , -   , -   , -   , -   , -   ,,,,
Vyongwani Dispensary,11887,Stawisha Pwani,Kwale,Matuga ,Level II,Yes,Yes,Yes,OPD,22, -   ,22,Not Applicable,No,No,No,Yes,Not Applicable,Yes,No,No,EMR Not Available,,EMR Not Available,,EMR Not Available,,EMR Not Available,,EMR Not Available,,EMR Not Available,,No,No,EMR Not Available,,Not Applicable,No, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,22, -   , -   , -   ,Yes,Yes,1, -   ,,Yes,No,Yes, -   , -   , -   , -   , -   , -   ,,,,
Vitsangalaweni Dispensary,11884,Stawisha Pwani,Kwale,Lunga Lunga ,Level II,Yes,Yes,No,,320,15, -   ,No,Yes,Not Applicable,Yes,Yes,Not Applicable,Yes,Yes,No,EMR Not Available,,EMR Not Available,,Taifa Care Powered by Kenya EMR,,Taifa Care Powered by Kenya EMR,,Taifa Care Powered by Kenya EMR,,EMR Not Available,,Yes,No,EMR Not Available,,No,Yes,5,1, - ,1,3, - , -   , - , - , - , - , - ,124,,3, -   ,Yes,Yes,3,3,Yes,Yes,No,Yes, -   , - , - , - , -   , -   ,,,,
Vigurungani Dispensary,11880,Stawisha Pwani,Kwale,Kinango ,Level II,Yes,Yes,Yes,OPD,270,31,270,Yes,Yes,Not Applicable,Yes,Yes,Not Applicable,Yes,Yes,No,Taifa Care Powered by Kenya EMR,,EMR Not Available,,EMR Not Available,,Taifa Care Powered by Kenya EMR,,Taifa Care Powered by Kenya EMR,,Taifa Care Powered by Kenya EMR,,Yes,Yes,EMR Not Available,,No,Yes,2,1, -   , -   ,1, -   , -   , -   , -   , -   , -   , -   ,161,,19,,Yes,Yes,4,2,Yes,Yes,Yes,No,2, -   , -   , -   , -   ,2,,,,
Vanga Health Centre,11879,Stawisha Pwani,Kwale,Lunga Lunga ,Level III,Yes,Yes,No,,237,7, -   ,Yes,Yes,Not Applicable,Yes,No,Not Applicable,Yes,Yes,No,EMR Not Available,,EMR Not Available,,Taifa Care Powered by Kenya EMR,,Taifa Care Powered by Kenya EMR,,EMR Not Available,,EMR Not Available,,Yes,No,EMR Not Available,,No,Yes,3,1,1, -   ,1, -   , -   , -   , -   , -   , -   , -   ,79,,,,No,No,6,3,Yes,Yes,Yes,No, -   , -   , -   , -   , -   , -   ,,,,
Ukunda Diani Catholic Dispensary,11867,Stawisha Pwani,Kwale,Msambweni ,Level II,Yes,Yes,Yes,OPD,159,6,159,Yes,Yes,Not Applicable,No,Yes,Not Applicable,Yes,Yes,No,Taifa Care Powered by Kenya EMR,,EMR Not Available,,EMR Not Available,,EMR Not Available,,EMR Not Available,,EMR Not Available,,Yes,No,EMR Not Available,,No,Yes, -   , - , - ,,,, -   , - , - , - , - , - , - , - , - , - ,No,No,1, - ,,Yes,Yes,No, -   , - , - , - , -   , -   ,,,,
Tiwi RHTC,11853,Stawisha Pwani,Kwale,Matuga ,Level III,Yes,Yes,Yes,OPD,465,22,465,Yes,Yes,Yes,Yes,No,No,Yes,Yes,No,Taifa Care Powered by Kenya EMR,,EMR Not Available,,Taifa Care Powered by Kenya EMR,,EMR Not Available,,Taifa Care Powered by Kenya EMR,,Other - Specify,Spice,Yes,Yes,Taifa Care Powered by Kenya EMR,,Yes,Yes,6,1,1,1,3, -   , -   , -   , -   , -   , -   , -   ,149,9,14,2,Yes,Yes,6,2,Yes,Yes,No,No,1,2, -   , -   , -   , -   ,,,,
Taru Dispensary,11838,Stawisha Pwani,Kwale,Samburu ,Level II,Yes,Yes,Yes,OPD,245,10,245,Yes,No,Not Applicable,Yes,Yes,Not Applicable,Yes,Yes,No,Taifa Care Powered by Kenya EMR,,EMR Not Available,,EMR Not Available,,EMR Not Available,,Taifa Care Powered by Kenya EMR,,Taifa Care Powered by Kenya EMR,,Yes,Yes,EMR Not Available,,No,Yes,3,,1,1,1,, -   , -   , -   , -   , -   , -   ,135,,,,Yes,Yes,8,7,Yes,Yes,Yes,No, -   , -   , -   , -   , -   , -   ,,,,
Star of Good Hope Medical Clinic,11830,Stawisha Pwani,Kwale,Matuga ,Level II,Yes,Yes,Yes,OPD,46, -   ,46,Not Applicable,Yes,Yes,Yes,Yes,Yes,Yes,No,No,EMR Not Available,,EMR Not Available,,EMR Not Available,,EMR Not Available,,EMR Not Available,,EMR Not Available,,No,No,EMR Not Available,,Not Applicable,No,6,4,1,1, -   ,, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,No,No,5,1,Yes,No,Not Applicable,No,1, -   , -   ,1, -   , -   ,,,,
Silaloni Dispensary,11794,Stawisha Pwani,Kwale,Samburu ,Level II,Yes,Yes,Yes,OPD,44,4,44,Yes,No,Not Applicable,Yes,Yes,Not Applicable,Yes,Yes,No,Taifa Care Powered by Kenya EMR,,EMR Not Available,,EMR Not Available,,EMR Not Available,,EMR Not Available,,EMR Not Available,,Yes,No,EMR Not Available,,No,Yes,1, -   , -   , -   ,1,, -   , -   , -   , -   , -   , -   ,26,,,,Yes,Yes,6,4,No,Yes,Yes,No, -   , -   , -   , -   , -   , -   ,,,,
Shimoni Dispensary,11789,Stawisha Pwani,Kwale,Lunga Lunga ,Level II,Yes,Yes,Yes,OPD,170,12,170,No,Yes,Not Applicable,Yes,No,Not Applicable,Yes,Yes,No,Taifa Care Powered by Kenya EMR,,EMR Not Available,,EMR Not Available,,EMR Not Available,,EMR Not Available,,Taifa Care Powered by Kenya EMR,,Yes,No,EMR Not Available,,No,Yes,2,1, - , - ,1, - , -   , - , - , - , - , - ,,,,,Yes,No,1, -   ,,Yes,No,Yes, -   , -   , -   , -   , -   , -   ,,,,
Shimba Hills Health Centre,11787,Stawisha Pwani,Kwale,Matuga ,Level III,Yes,Yes,No,,255,4, -   ,No,No,No,No,No,No,No,Yes,No,EMR Not Available,,EMR Not Available,,Taifa Care Powered by Kenya EMR,,Taifa Care Powered by Kenya EMR,,EMR Not Available,,EMR Not Available,,Yes,Yes,EMR Not Available,,No,Yes,5,1,1,1,2, -   , -   , -   , -   , -   , -   , -   ,148,120,1, -   ,Yes,Yes,1,1,No,Yes,No,No,1, -   , -   ,1, -   , -   ,,,,
Samburu Sub County Hospital,11768,Stawisha Pwani,Kwale,Samburu ,Level IV,Yes,Yes,Yes,Chronic Care Center,579,42,579,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,EMR Not Available,,EMR Not Available,,EMR Not Available,,EMR Not Available,,Taifa Care Powered by Kenya EMR,,EMR Not Available,,Yes,Yes,Taifa Care Powered by Kenya EMR,,Yes,Yes,6,1,1,1,3, -   , -   , -   , -   , -   , -   , -   ,252,,,,Yes,Yes,8,4,Yes,Yes,Yes,Yes,7, -   , -   , -   , -   ,6,,,,
Ng'ombeni Dispensary,11714,Stawisha Pwani,Kwale,Matuga ,Level II,Yes,Yes,Yes,OPD,216,22,216,Yes,Yes,Not Applicable,Yes,Yes,Not Applicable,Yes,Yes,No,Taifa Care Powered by Kenya EMR,,EMR Not Available,,EMR Not Available,,EMR Not Available,,Taifa Care Powered by Kenya EMR,,Taifa Care Powered by Kenya EMR,,Yes,No,EMR Not Available,,No,Yes,5,1,1,1,2, -   , -   , -   , -   , -   , -   , -   ,120, -   ,6, -   ,Yes,Yes,1, -   ,,Yes,Yes,Yes, -   , -   , -   , -   , -   , -   ,,,,
Ngathini Dispensary,11712,Stawisha Pwani,Kwale,Lunga Lunga ,Level II,Yes,Yes,Yes,OPD,58,6,58,Yes,No,Not Applicable,No,No,Not Applicable,No,Yes,No,Taifa Care Powered by Kenya EMR,,EMR Not Available,,Taifa Care Powered by Kenya EMR,,EMR Not Available,,EMR Not Available,,EMR Not Available,,Yes,No,EMR Not Available,,No,Yes,3,1, - ,1,1, - , -   , - , - , - , - , - ,7, -   ,1,,Yes,No,5,3,Yes,Yes,Yes,No,1,1, - , - , -   , -   ,,,,
Ndavaya Health centre,11701,Stawisha Pwani,Kwale,Kinango ,Level III,Yes,Yes,Yes,OPD,240,21,240,No,No,Not Applicable,No,No,Not Applicable,No,Yes,No,Taifa Care Powered by Kenya EMR,,EMR Not Available,,Taifa Care Powered by Kenya EMR,,Taifa Care Powered by Kenya EMR,,Taifa Care Powered by Kenya EMR,,Taifa Care Powered by Kenya EMR,,Yes,No,EMR Not Available,,No,Yes,1, -   , -   , -   ,1, -   , -   , -   , -   , -   , -   , -   ,71, -   ,16, -   ,Yes,No,2, -   ,No,Yes,No,Yes, -   , -   , -   , -   , -   , -   ,,,,
Mwangulu Dispensary,11691,Stawisha Pwani,Kwale,Lunga Lunga ,Level II,Yes,Yes,Yes,OPD,182,21,182,No,No,Not Applicable,Yes,Yes,Not Applicable,Yes,Yes,No,Taifa Care Powered by Kenya EMR,,EMR Not Available,,Taifa Care Powered by Kenya EMR,,EMR Not Available,,Taifa Care Powered by Kenya EMR,,Taifa Care Powered by Kenya EMR,,Yes,No,EMR Not Available,,No,Yes,3, - ,1,1,1, - , -   , - , - , - , - , - ,57, -   ,11, -   ,Yes,Yes,6,4,Yes,No,Not Applicable,Yes, -   , - , - , - , -   , -   ,,,,
Mwanda Dispensary,11687,Stawisha Pwani,Kwale,Samburu ,Level II,Yes,Yes,Yes,OPD,49, -   ,49,Not Applicable,Yes,Not Applicable,Yes,Yes,Not Applicable,Yes,No,No,EMR Not Available,,EMR Not Available,,EMR Not Available,,EMR Not Available,,EMR Not Available,,EMR Not Available,,No,No,EMR Not Available,,Not Applicable,No, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,10,,,,Yes,Yes,12,11,Yes,Yes,Yes,Yes, -   , -   , -   , -   , -   , -   ,,,,
