,,,,,,,,"Baseline Assessment Tool for HIV Prevention, PMTCT, HIV/TB & MNCH Service Transition _ DoS TWGs",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,"Integration of HIV Prevention, HIV/TB,  PMTCT  & MNCH Services and EMR Use",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Cross Cutting Areas,,,
Section 1: Facility Profile,,,,,,,,Section 2a: Integration of HIV/TB Services,,,,,"Section 2b: Integration of Other Services - PMTCT in MCNH & HIV Prevention in OPD, IPD & MCNH",,,,,,,Section 2c: EMR Integration,,,,,,,,,,,,,,,,,,,,Section 3: HRH Transition (Workforce Absorption),,,,,,,,,,,,Section 4: PLHIV &  PBFW Enrollment into SHA,,,,,,Section 5: County Led Technical Assistance / Mentorship,,,Section 6: Financing and Sustainability,,,Section 7: Mortality outcomes (Sustainability of quality of care),,,,,,Section 10a: Simplification of Donor Reporting,,,
Watamu Maternity and Nursing Home,11896,Stawisha Pwani,Kilifi,Kilifi North,Level II,Yes,Yes,Yes,OPD,82,4,82,No,Yes,Yes,No,No,Not Applicable,No,Yes,No,EMR Not Available,,EMR Not Available,,Taifa Care Powered by Kenya EMR,,Taifa Care Powered by Kenya EMR,,Taifa Care Powered by Kenya EMR,,Taifa Care Powered by Kenya EMR,,No,No,Taifa Care Powered by Kenya EMR,,Not Applicable,Yes,1, -   , -   , -   ,1, -   , -   , -   ,,,,,8,,2,,Yes,Yes, -   ,,,Yes,No,No, -   , -   , -   , -   , -   ,,,,,
Watamu Dispensary,11895,Stawisha Pwani,Kilifi,Kilifi North,Level III,Yes,Yes,No,,116,13,,Yes,Yes,Not Applicable,No,Yes,Not Applicable,Yes,Yes,No,EMR Not Available,,EMR Not Available,,Taifa Care Powered by Kenya EMR,,Taifa Care Powered by Kenya EMR,,Taifa Care Powered by Kenya EMR,,Taifa Care Powered by Kenya EMR,,No,No,Taifa Care Powered by Kenya EMR,,Not Applicable,Yes,7, -   ,1, -   ,6, -   , -   , -   ,,,,,48,,12,,Yes,Yes,2,1,Yes,Yes,Yes,No, -   , -   , -   , -   , -   ,,,,,
Watamu Community Health Centre,11894,Stawisha Pwani,Kilifi,Kilifi North,Level II,Yes,Yes,Yes,OPD,19, -   ,19,Not Applicable,Yes,Yes,No,No,Not Applicable,Not Applicable,No,No,EMR Not Available,,EMR Not Available,,EMR Not Available,,EMR Not Available,,EMR Not Available,,EMR Not Available,,No,No,EMR Not Available,,Not Applicable,No, -   , -   , -   , -   , -   , -   , -   , -   ,,,,, -   ,,,,Yes,Yes, -   ,,,Yes,Yes,Yes, -   , -   , -   , -   , -   ,,,,,
Watamu (SDA) Dispensary,11893,Stawisha Pwani,Kilifi,Kilifi North,Level III,Yes,No,No,, -   , -   , -   ,Not Applicable,Yes,Yes,Yes,No,Not Applicable,Not Applicable,No,No,EMR Not Available,,EMR Not Available,,EMR Not Available,,EMR Not Available,,EMR Not Available,,EMR Not Available,,No,No,EMR Not Available,,Not Applicable,No, -   ,,,, -   , -   , -   , -   ,,,,, -   ,,,,No,No, -   ,,,No,No,No, -   , -   , -   , -   , -   ,,,,,
Wananchi Nursing Home,11891,Stawisha Pwani,Kilifi,Kilifi North,Level II,Yes,Yes,Yes,OPD,157,7,157,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,No,EMR Not Available,,EMR Not Available,,Taifa Care Powered by Kenya EMR,,Taifa Care Powered by Kenya EMR,,Taifa Care Powered by Kenya EMR,,Taifa Care Powered by Kenya EMR,,No,Yes,Taifa Care Powered by Kenya EMR,,Not Applicable,Yes,1, -   , -   , -   ,1, -   , -   , -   ,,,,,2,,1,,Yes,Yes,1,,,Yes,No,No,1, -   , -   , -   , -   ,,,,,
Vitengeni Health Centre,11883,Stawisha Pwani,Kilifi,Ganze,Level IV,Yes,Yes,Yes,OPD,174,15,174,Yes,Yes,Yes,No,Yes,Yes,No,Yes,No,EMR Not Available,,EMR Not Available,,Taifa Care Powered by Kenya EMR,,Taifa Care Powered by Kenya EMR,,Taifa Care Powered by Kenya EMR,,Taifa Care Powered by Kenya EMR,,Yes,No,Taifa Care Powered by Kenya EMR,,Not Applicable,Yes,4, -   ,1,1,2, -   , -   , -   , -   , -   , -   , -   ,164, -   ,15, -   ,Yes,No,4,2,Yes,Yes,Yes,Yes,3, -   , -   , -   , -   ,3,,,,
Vipingo Rural Demonstration Health Centre,11881,Stawisha Pwani,Kilifi,Kilifi South,Level II,Yes,Yes,Yes,OPD,915,59,915,Yes,Yes,Yes,Yes,No,Not Applicable,Yes,Yes,No,EMR Not Available,,EMR Not Available,,Taifa Care Powered by Kenya EMR,,Taifa Care Powered by Kenya EMR,,Taifa Care Powered by Kenya EMR,,Taifa Care Powered by Kenya EMR,,Yes,No,Taifa Care Powered by Kenya EMR,,Not Applicable,Yes,6,,1,1,4,, -   , -   ,,,,,437, -   ,33, -   ,Yes,No,4,1,Yes,No,No,No,7,4, -   ,1,1,1,,,,
Tsangatsini Dispensary,11859,Stawisha Pwani,Kilifi,Kaloleni,Level II,Yes,Yes,Yes,OPD,121,12,121,No,No,Not Applicable,Yes,Not Applicable,No,No,Yes,No,EMR Not Available,,EMR Not Available,,Taifa Care Powered by Kenya EMR,,Taifa Care Powered by Kenya EMR,,Taifa Care Powered by Kenya EMR,,Taifa Care Powered by Kenya EMR,,No,No,Taifa Care Powered by Kenya EMR,,Not Applicable,Yes, -   ,,,,,, -   , -   ,,,,,19,,,,Yes,Yes,1,,,No,Not Applicable,No,1,,, -   ,,1,,,,
Chamalo Medical Clinic,11845,Stawisha Pwani,Kilifi,Ganze,Level II,Yes,Yes,Yes,OPD,12, -   ,12,Not Applicable,Yes,Not Applicable,Yes,No,Not Applicable,No,No,No,EMR Not Available,,EMR Not Available,,EMR Not Available,,EMR Not Available,,EMR Not Available,,EMR Not Available,,No,No,EMR Not Available,,Not Applicable,No, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,Yes,Yes,2, -   ,,No,Not Applicable,No,1,1, -   , -   , -   , -   ,,,,
Tawfiq Muslim Hospital,11843,Stawisha Pwani,Kilifi,Malindi,Level II,Yes,Yes,Yes,OPD,460,12,460,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,EMR Not Available,,EMR Not Available,,Taifa Care Powered by Kenya EMR,,Taifa Care Powered by Kenya EMR,,Taifa Care Powered by Kenya EMR,,Taifa Care Powered by Kenya EMR,,Yes,No,Taifa Care Powered by Kenya EMR,,Not Applicable,Yes,2, -   , -   , -   ,2, -   , -   , -   , -   , -   ,1, -   ,372,,24,,Yes,Yes,1, -   ,Yes,No,No,No,8,1, -   ,, -   ,1,,,,
Takaungu Dispensary,11836,Stawisha Pwani,Kilifi,Kilifi North,Level IV,Yes,Yes,Yes,OPD,130,8,130,Yes,Yes,Not Applicable,Yes,Yes,Not Applicable,No,Yes,No,EMR Not Available,,EMR Not Available,,Taifa Care Powered by Kenya EMR,,Taifa Care Powered by Kenya EMR,,Taifa Care Powered by Kenya EMR,,Taifa Care Powered by Kenya EMR,,No,Yes,Taifa Care Powered by Kenya EMR,,Not Applicable,Yes,1, -   , -   , -   ,1, -   , -   , -   ,,,,,2,,1,,Yes,Yes,1,1,Yes,Yes,No,No, -   , -   , -   , -   , -   ,,,,,
Maweni Community Clinic,11835,Stawisha Pwani,Kilifi,Malindi,Level II,Yes,Yes,No,,41, -   ,,Not Applicable,Yes,Yes,Yes,No,No,No,No,No,EMR Not Available,,EMR Not Available,,EMR Not Available,,EMR Not Available,,EMR Not Available,,EMR Not Available,,No,No,EMR Not Available,,Not Applicable,No, -   ,,,,,, -   , -   ,,,,, -   ,,,,No,No, -   ,,,No,Not Applicable,No, -   , -   , -   , -   , -   , -   ,,,,
Star Hospital,11829,Stawisha Pwani,Kilifi,Malindi,Level II,Yes,Yes,Yes,OPD,71,3,71,Yes,No,Yes,Yes,Yes,Yes,No,Yes,No,Other - Specify,MEDICENTRE,Other - Specify,MEDICENTRE,Taifa Care Powered by Kenya EMR,,Taifa Care Powered by Kenya EMR,,Taifa Care Powered by Kenya EMR,,Taifa Care Powered by Kenya EMR,,Yes,No,Taifa Care Powered by Kenya EMR,,Not Applicable,Yes, -   , -   , -   ,, -   ,, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,Yes,No, -   , -   ,No,Yes,Yes,No,2, -   , -   , -   , -   ,2,,,,
St Theresa Dispensary,11826,Stawisha Pwani,Kilifi,Kilifi South,Level IV,Yes,Yes,Yes,OPD,26,2,26,Yes,Yes,Yes,No,No,Not Applicable,No,Yes,No,EMR Not Available,,EMR Not Available,,Taifa Care Powered by Kenya EMR,,Taifa Care Powered by Kenya EMR,,Taifa Care Powered by Kenya EMR,,Taifa Care Powered by Kenya EMR,,No,No,Taifa Care Powered by Kenya EMR,,Not Applicable,Yes, -   ,,,,,, -   , -   ,,,,, -   , -   ,3, -   ,Yes,No,2,2,Yes,Yes,No,No, -   , -   , -   , -   , -   , -   ,,,,
Sosoni Dispensary,11805,Stawisha Pwani,Kilifi,Magarini,Level II,Yes,Yes,Yes,OPD,101,5,101,No,Yes,Not Applicable,No,Yes,No,Yes,No,No,EMR Not Available,,EMR Not Available,,EMR Not Available,,EMR Not Available,,EMR Not Available,,EMR Not Available,,No,No,EMR Not Available,,Not Applicable,No, -   ,,,,,, -   , -   ,,,,,5,,,,No,No,1,,,No,Not Applicable,No,1,1,,,,,,,,
Sokoke Dispensary,11802,Stawisha Pwani,Kilifi,Ganze,Level II,Yes,Yes,Yes,OPD,51,3,51,Yes,Yes,Not Applicable,Yes,Yes,Not Applicable,Yes,Yes,No,EMR Not Available,,EMR Not Available,,Taifa Care Powered by Kenya EMR,,Taifa Care Powered by Kenya EMR,,Taifa Care Powered by Kenya EMR,,Taifa Care Powered by Kenya EMR,,No,No,Taifa Care Powered by Kenya EMR,,Not Applicable,Yes, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,27, -   ,4, -   ,Yes,Yes,2,2,Yes,Yes,No,No, -   , -   , -   , -   , -   , -   ,,,,
Sabaki Dispensary,11761,Stawisha Pwani,Kilifi,Magarini,Level II,Yes,Yes,No,,155,8,,No,No,Yes,Yes,No,Not Applicable,No,Yes,No,EMR Not Available,,EMR Not Available,,Taifa Care Powered by Kenya EMR,,Taifa Care Powered by Kenya EMR,,Taifa Care Powered by Kenya EMR,,Taifa Care Powered by Kenya EMR,,No,No,Taifa Care Powered by Kenya EMR,,Not Applicable,Yes,1, -   , -   ,,1, -   , -   , -   , -   , -   , -   , -   ,72, -   , -   , -   ,Yes,Yes,1,1,Yes,Yes,No,Yes, -   , -   , -   , -   , -   , -   ,,,,
Roka Maweni Dispensary,11758,Stawisha Pwani,Kilifi,Kilifi North,Level II,Yes,Yes,Yes,OPD,76,4,76,Yes,Yes,Not Applicable,Yes,No,Not Applicable,Yes,Yes,No,EMR Not Available,,EMR Not Available,,Taifa Care Powered by Kenya EMR,,Taifa Care Powered by Kenya EMR,,Taifa Care Powered by Kenya EMR,,Taifa Care Powered by Kenya EMR,,No,Yes,Taifa Care Powered by Kenya EMR,,Not Applicable,Yes, -   , -   , -   , -   , -   , -   , -   , -   ,,,,,2,,,,Yes,Yes,1,,,Yes,No,No,2,2, -   , -   , -   ,,,,,
Ribe Dispensary,11756,Stawisha Pwani,Kilifi,Rabai,Level II,Yes,Yes,Yes,OPD,15,2,15,No,No,Yes,No,No,Not Applicable,No,Yes,No,EMR Not Available,,EMR Not Available,,Taifa Care Powered by Kenya EMR,,Taifa Care Powered by Kenya EMR,,Taifa Care Powered by Kenya EMR,,Taifa Care Powered by Kenya EMR,,No,No,Taifa Care Powered by Kenya EMR,,Not Applicable,Yes, -   ,,,,,, -   , -   ,,,,, -   ,,,,Yes,Yes,1,,,No,Not Applicable,No, -   , -   , -   , -   , -   , -   ,,,,
Rea Vipingo Dispensary,11755,Stawisha Pwani,Kilifi,Kilifi South,Level II,Yes,Yes,Yes,OPD,39, -   ,39,Not Applicable,Yes,Yes,Yes,Yes,Yes,Yes,No,No,EMR Not Available,,EMR Not Available,,EMR Not Available,,EMR Not Available,,EMR Not Available,,EMR Not Available,,No,No,EMR Not Available,,Not Applicable,No, -   ,,,,,, -   , -   ,,,,, -   , -   , -   , -   ,Yes,No,1,1,Yes,Yes,Yes,No, -   , -   , -   , -   , -   , -   ,,,,
Rabai Rural Health Demonstration Centre,11748,Stawisha Pwani,Kilifi,Rabai,Level II,Yes,Yes,No,,592,26,,No,No,Yes,Yes,Yes,Yes,No,Yes,No,EMR Not Available,,EMR Not Available,,Taifa Care Powered by Kenya EMR,,Taifa Care Powered by Kenya EMR,,Taifa Care Powered by Kenya EMR,,Taifa Care Powered by Kenya EMR,,Yes,No,Taifa Care Powered by Kenya EMR,,Not Applicable,Yes,6,,1,1,4,, -   , -   ,,,,,348,,,,Yes,Yes,3,1,Yes,No,Not Applicable,No,1,1,,,,,,,,
Pingilikani Dispensary,11738,Stawisha Pwani,Kilifi,Kilifi South,Level III,Yes,Yes,Yes,OPD,44,1,44,Yes,Yes,Not Applicable,Yes,No,Not Applicable,No,Yes,No,EMR Not Available,,EMR Not Available,,Taifa Care Powered by Kenya EMR,,Taifa Care Powered by Kenya EMR,,Taifa Care Powered by Kenya EMR,,Taifa Care Powered by Kenya EMR,,No,No,Taifa Care Powered by Kenya EMR,,Not Applicable,Yes, -   ,,,,,, -   , -   ,,,,, -   ,,3, -   ,Yes,Yes,2,1,Yes,No,No,No, -   , -   , -   , -   , -   , -   ,,,,
Palakumi Dispensary,11730,Stawisha Pwani,Kilifi,Ganze,Level II,Yes,Yes,Yes,OPD,30,1,30,Yes,Yes,Not Applicable,Yes,No,Not Applicable,No,Yes,No,EMR Not Available,,EMR Not Available,,Taifa Care Powered by Kenya EMR,,Taifa Care Powered by Kenya EMR,,Taifa Care Powered by Kenya EMR,,Taifa Care Powered by Kenya EMR,,No,No,Taifa Care Powered by Kenya EMR,,Not Applicable,Yes, -   ,,,,,, -   , -   ,,,,, -   ,,,,Yes,No,2,1,Yes,No,No,No, -   , -   , -   , -   , -   , -   ,,,,
Ngomeni Health Centre (Magarini),11715,Stawisha Pwani,Kilifi,Magarini,Level II,Yes,Yes,No,,54,2,,No,No,Not Applicable,No,No,Not Applicable,No,Yes,No,EMR Not Available,,EMR Not Available,,Taifa Care Powered by Kenya EMR,,Taifa Care Powered by Kenya EMR,,Taifa Care Powered by Kenya EMR,,Taifa Care Powered by Kenya EMR,,No,No,Taifa Care Powered by Kenya EMR,,Not Applicable,Yes, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,7, -   , -   , -   ,Yes,No,1,1,Yes,No,Not Applicable,No,2,1, -   , -   , -   ,1,,,,
Ngerenya Dispensary,11713,Stawisha Pwani,Kilifi,Kilifi North,Level III,Yes,Yes,Yes,OPD,203,19,203,Yes,Yes,Not Applicable,Yes,Yes,Not Applicable,Yes,Yes,No,EMR Not Available,,EMR Not Available,,Taifa Care Powered by Kenya EMR,,Taifa Care Powered by Kenya EMR,,Taifa Care Powered by Kenya EMR,,Taifa Care Powered by Kenya EMR,,Yes,No,Taifa Care Powered by Kenya EMR,,Not Applicable,Yes,5,1,1,1,2, -   , -   , -   ,,,,,81, -   ,5, -   ,Yes,Yes,1,1,Yes,Yes,Yes,Yes, -   , -   , -   , -   , -   , -   ,,,,
Mwawesa Medical Clinic,11696,Stawisha Pwani,Kilifi,Malindi,Level II,Yes,No,No,, -   , -   ,,Not Applicable,No,Not Applicable,No,No,Not Applicable,Not Applicable,No,No,EMR Not Available,,EMR Not Available,,EMR Not Available,,EMR Not Available,,EMR Not Available,,EMR Not Available,,No,No,EMR Not Available,,Not Applicable,No, -   ,,,,,, -   , -   ,,,,, -   ,,,,No,No, -   ,,,No,Not Applicable,No, -   , -   , -   , -   , -   , -   ,,,,
Mwangatini Dispensary,11689,Stawisha Pwani,Kilifi,Magarini,Level II,Yes,Yes,Yes,OPD,26,2,26,Yes,Yes,Not Applicable,Yes,No,Not Applicable,Yes,Yes,No,EMR Not Available,,EMR Not Available,,Taifa Care Powered by Kenya EMR,,Taifa Care Powered by Kenya EMR,,Taifa Care Powered by Kenya EMR,,Taifa Care Powered by Kenya EMR,,Yes,Yes,Taifa Care Powered by Kenya EMR,,Not Applicable,Yes, -   ,,,,,, -   , -   ,,,,,5,,,,Yes,Yes,1,,,No,Not Applicable,No, -   , -   , -   , -   , -   , -   ,,,,
Muyeye Health Centre (Municipal),11677,Stawisha Pwani,Kilifi,Malindi,Level II,Yes,Yes,Yes,Chronic Care Center,"1,156",85,"1,156",Yes,Yes,Yes,Yes,Yes,Not Applicable,Yes,Yes,No,EMR Not Available,,EMR Not Available,,Taifa Care Powered by Kenya EMR,,Taifa Care Powered by Kenya EMR,,Taifa Care Powered by Kenya EMR,,Taifa Care Powered by Kenya EMR,,Yes,No,Taifa Care Powered by Kenya EMR,,Not Applicable,Yes,11,1,2,1,7,, -   , -   , -   , -   , -   , -   ,479,,89,,Yes,Yes,2,2,No,No,No,Yes,1,1, -   , -   , -   , -   ,,,,
Mtwapa Nursing Home,11673,Stawisha Pwani,Kilifi,Kilifi South,Level II,Yes,Yes,No,,118,9,,No,Yes,Yes,No,No,No,Yes,Yes,No,Other - Specify,medbooks,Other - Specify,medbooks,Taifa Care Powered by Kenya EMR,,Taifa Care Powered by Kenya EMR,,Taifa Care Powered by Kenya EMR,,Taifa Care Powered by Kenya EMR,,No,No,Taifa Care Powered by Kenya EMR,,Not Applicable,Yes,1,,,,1,, -   , -   ,,,,,36,,1,1,Yes,No,1,1,Yes,No,No,No, -   ,, -   , -   , -   , -   ,,,,
Mtwapa Health Centre,11672,Stawisha Pwani,Kilifi,Kilifi South,Level III,Yes,Yes,Yes,OPD,"1,783",82,"1,783",Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,EMR Not Available,,EMR Not Available,,Taifa Care Powered by Kenya EMR,,Taifa Care Powered by Kenya EMR,,Taifa Care Powered by Kenya EMR,,Taifa Care Powered by Kenya EMR,,Yes,Yes,Taifa Care Powered by Kenya EMR,,Not Applicable,Yes,18,3,4,1,10,, -   , -   ,,,,,"1,174",,170,170,Yes,No,2,2,Yes,Yes,No,Yes,15,3,1, -   , -   ,11,,,,
Mtondia Medical Clinic,11668,Stawisha Pwani,Kilifi,Kilifi North,Level II,Yes,Yes,Yes,OPD,28, -   ,28,Not Applicable,Yes,Not Applicable,Yes,No,Not Applicable,Not Applicable,No,No,EMR Not Available,,EMR Not Available,,EMR Not Available,,EMR Not Available,,EMR Not Available,,EMR Not Available,,No,Yes,EMR Not Available,,Not Applicable,No, -   , -   , -   , -   , -   , -   , -   , -   ,,,,, -   ,,,,No,No, -   ,,,No,No,No, -   , -   , -   , -   , -   ,,,,,
Mtondia Dispensary,11667,Stawisha Pwani,Kilifi,Kilifi North,Level II,Yes,Yes,Yes,OPD,358,15,358,Yes,Yes,Not Applicable,Yes,Yes,Not Applicable,Yes,Yes,No,EMR Not Available,,EMR Not Available,,Taifa Care Powered by Kenya EMR,,Taifa Care Powered by Kenya EMR,,Taifa Care Powered by Kenya EMR,,Taifa Care Powered by Kenya EMR,,Yes,Yes,Taifa Care Powered by Kenya EMR,,Not Applicable,Yes,4,1,1, -   ,2, -   , -   , -   ,,,,,27,,2,,Yes,Yes,2,,,Yes,Yes,Yes,1, -   , -   , -   , -   ,,,,,
Mtepeni Dispensary,11666,Stawisha Pwani,Kilifi,Kilifi South,Level II,Yes,Yes,No,,70,3,,Yes,Yes,Not Applicable,Yes,Yes,Not Applicable,No,No,No,EMR Not Available,,EMR Not Available,,EMR Not Available,,EMR Not Available,,EMR Not Available,,EMR Not Available,,No,No,EMR Not Available,,Not Applicable,No,1,,,,1,, -   , -   ,,,,,4,,6,2,Yes,Yes,1, -   ,No,No,No,Yes,1, -   , -   , -   ,,1,,,,
Mt Harmony Clinic,11661,Stawisha Pwani,Kilifi,Kilifi South,Level II,Yes,No,No,, -   , -   , -   ,Not Applicable,Yes,Not Applicable,Yes,Yes,Not Applicable,Not Applicable,No,No,EMR Not Available,,EMR Not Available,,EMR Not Available,,EMR Not Available,,EMR Not Available,,EMR Not Available,,No,No,EMR Not Available,,Not Applicable,No, -   ,,,,,, -   , -   ,,,,, -   , -   , -   , -   ,No,No, -   , -   ,No,Yes,No,No, -   , -   , -   , -   , -   , -   ,,,,
Msumarini Dispensary,11659,Stawisha Pwani,Kilifi,Kilifi South,Level II,Yes,Yes,No,,102,9, -   ,No,Yes,Not Applicable,Yes,No,Not Applicable,No,Yes,No,EMR Not Available,,EMR Not Available,,Taifa Care Powered by Kenya EMR,,Taifa Care Powered by Kenya EMR,,Taifa Care Powered by Kenya EMR,,Taifa Care Powered by Kenya EMR,,No,No,Taifa Care Powered by Kenya EMR,,Not Applicable,Yes,1,,,,1,, -   , -   ,,,,,29, -   ,9, -   ,Yes,No,1,1,Yes,No,Not Applicable,Yes, -   , -   , -   , -   , -   , -   ,,,,
St Marys Msabaha Catholic Dispensary,11654,Stawisha Pwani,Kilifi,Malindi,Level II,Yes,No,No,, -   , -   ,,Not Applicable,Yes,Not Applicable,Yes,No,Not Applicable,No,No,No,EMR Not Available,,EMR Not Available,,EMR Not Available,,EMR Not Available,,EMR Not Available,,EMR Not Available,,No,No,EMR Not Available,,Not Applicable,No, -   ,,,,,, -   , -   ,,,,, -   ,,, -   ,No,No, -   ,,,No,Not Applicable,No, -   , -   , -   , -   , -   , -   ,,,,
Muryachakwe Dispensary,11653,Stawisha Pwani,Kilifi,Ganze,Level III,Yes,Yes,Yes,OPD,15,1,15,Yes,Yes,Not Applicable,Yes,No,Not Applicable,Yes,Yes,No,EMR Not Available,,EMR Not Available,,Taifa Care Powered by Kenya EMR,,Taifa Care Powered by Kenya EMR,,Taifa Care Powered by Kenya EMR,,Taifa Care Powered by Kenya EMR,,No,No,Taifa Care Powered by Kenya EMR,,Not Applicable,Yes, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,1, -   ,Yes,No, -   , -   ,,No,Not Applicable,No,1,1, -   , -   , -   , -   ,,,,
Mnarani Dispensary,11636,Stawisha Pwani,Kilifi,Kilifi North,Level II,Yes,Yes,Yes,OPD,158,11,158,Yes,Yes,Not Applicable,Yes,Yes,Not Applicable,No,Yes,No,EMR Not Available,,EMR Not Available,,Taifa Care Powered by Kenya EMR,,Taifa Care Powered by Kenya EMR,,Taifa Care Powered by Kenya EMR,,Taifa Care Powered by Kenya EMR,,No,Yes,Taifa Care Powered by Kenya EMR,,Not Applicable,Yes,2, -   ,1, -   ,1, -   , -   , -   ,,,,,2,,1,,Yes,Yes,1,,,Yes,Yes,Yes,1,1,,,,,,,,
Mizijini Dispensary,11625,Stawisha Pwani,Kilifi,Magarini,Level II,Yes,No,No,, -   , -   , -   ,Not Applicable,Yes,Not Applicable,Yes,No,Not Applicable,No,No,No,EMR Not Available,,EMR Not Available,,EMR Not Available,,EMR Not Available,,EMR Not Available,,EMR Not Available,,No,No,EMR Not Available,,Not Applicable,No, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,No,No, -   ,,,No,Not Applicable,No, -   , -   , -   , -   , -   , -   ,,,,
Mirihini Dispensary,11618,Stawisha Pwani,Kilifi,Ganze,Level II,Yes,Yes,Yes,OPD,32,3,32,Yes,Yes,Not Applicable,Yes,No,Not Applicable,No,Yes,No,EMR Not Available,,EMR Not Available,,Taifa Care Powered by Kenya EMR,,Taifa Care Powered by Kenya EMR,,Taifa Care Powered by Kenya EMR,,Taifa Care Powered by Kenya EMR,,No,No,Taifa Care Powered by Kenya EMR,,Not Applicable,Yes, -   ,,,,,, -   , -   ,,,,,27, -   ,3, -   ,Yes,No,2,1,Yes,Yes,Yes,Yes, -   ,,,,, -   ,,,,
Mijomboni Dispensary,11610,Stawisha Pwani,Kilifi,Kilifi North,Level II,Yes,Yes,Yes,OPD,108,10,108,Yes,Yes,Not Applicable,Yes,Yes,No,Yes,Yes,No,EMR Not Available,,EMR Not Available,,Taifa Care Powered by Kenya EMR,,Taifa Care Powered by Kenya EMR,,Taifa Care Powered by Kenya EMR,,Taifa Care Powered by Kenya EMR,,No,No,Taifa Care Powered by Kenya EMR,,Not Applicable,Yes,1,,,,1,, -   , -   ,,,,,41,,3,,Yes,Yes,1,,,No,Not Applicable,No, -   , -   , -   , -   , -   , -   ,,,,
Midoina Dispensary,11609,Stawisha Pwani,Kilifi,Ganze,Level II,Yes,Yes,Yes,OPD,15, -   ,15,Not Applicable,Yes,Not Applicable,Yes,No,Not Applicable,No,Yes,No,EMR Not Available,,EMR Not Available,,Taifa Care Powered by Kenya EMR,,Taifa Care Powered by Kenya EMR,,Taifa Care Powered by Kenya EMR,,Taifa Care Powered by Kenya EMR,,No,No,Taifa Care Powered by Kenya EMR,,Not Applicable,Yes, -   ,,,,,, -   , -   ,,,,,2, -   , -   ,,Yes,Yes,3, -   ,,Yes,Yes,Yes, -   ,,,,, -   ,,,,
Mgamboni Dispensary,11601,Stawisha Pwani,Kilifi,Kaloleni,Level II,Yes,No,No,, -   , -   ,,Not Applicable,Yes,Not Applicable,Yes,No,Not Applicable,No,No,No,EMR Not Available,,EMR Not Available,,EMR Not Available,,EMR Not Available,,EMR Not Available,,EMR Not Available,,No,No,EMR Not Available,,Not Applicable,No, -   ,,,,,, -   , -   ,,,,, -   ,,,,No,No, -   ,,,No,Not Applicable,No, -   , -   , -   , -   , -   , -   ,,,,
Matsangoni Model Health Centre,11580,Stawisha Pwani,Kilifi,Kilifi North,Level II,Yes,Yes,Yes,OPD,566,45,566,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,No,EMR Not Available,,EMR Not Available,,Taifa Care Powered by Kenya EMR,,Taifa Care Powered by Kenya EMR,,Taifa Care Powered by Kenya EMR,,Taifa Care Powered by Kenya EMR,,Yes,Yes,Taifa Care Powered by Kenya EMR,,Not Applicable,Yes,6,1,1,,4, -   , -   , -   ,,,,,274,,30,,Yes,Yes,3,1,Yes,Yes,Yes,Yes,3,3,,,,,,,,
Matolani Dispensary,11578,Stawisha Pwani,Kilifi,Magarini,Level III,Yes,Yes,Yes,OPD,15, -   ,15,Not Applicable,Yes,Not Applicable,Yes,Yes,Not Applicable,No,NO,No,EMR Not Available,,EMR Not Available,,EMR Not Available,,EMR Not Available,,EMR Not Available,,EMR Not Available,,No,No,EMR Not Available,,Not Applicable,No, -   ,,,,,, -   , -   ,,,,, -   ,,,,No,No,1,,,No,Not Applicable,No,1,1,,,,,,,,
Marikebuni Dispensary,11571,Stawisha Pwani,Kilifi,Magarini,Level II,Yes,Yes,No,,171,13,,Yes,Yes,Yes,No,Yes,No,Yes,Yes,No,EMR Not Available,,EMR Not Available,,Taifa Care Powered by Kenya EMR,,Taifa Care Powered by Kenya EMR,,Taifa Care Powered by Kenya EMR,,Taifa Care Powered by Kenya EMR,,No,No,Taifa Care Powered by Kenya EMR,,Not Applicable,Yes,2,,1,,1,, -   , -   ,,,,,18,,,,Yes,Yes,2,,,No,Not Applicable,No,1,1,,,,,,,,
